condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image_number,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
6_con_totaldot,0.25,6,1,13,31,11,,,,6_con_totaldot_image_7.png,7,134.64634262148755,134.89698488721623,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_circum,0.25,5,1,14,32,16,,,,5_con_circum_image_39.png,39,135.00388116256798,135.25482305421028,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_circum,0.25,6,1,15,33,17,,,,6_con_circum_image_25.png,25,135.36296766246667,135.61367142924573,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_totaldot,0.25,3,1,16,34,8,,,,3_con_totaldot_image_56.png,56,135.72016932950353,135.9710562211927,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_singledot,0.25,4,1,17,35,3,,,,4_con_singledot_image_28.png,28,136.0799352465663,136.3311333041871,1.wav,136.43269029201474,15.mp4,136.43269029201474,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_singledot,0.25,2,2,0,36,1,,,,2_con_singledot_image_1.png,1,138.27390068601815,138.53090701219625,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_circum,0.25,3,2,1,37,14,,,,3_con_circum_image_26.png,26,138.63776691253295,138.88793151222634,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_singledot,0.25,3,2,2,38,2,,,,3_con_singledot_image_61.png,61,138.99602849648798,139.25145388722885,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_totaldot,0.25,2,2,3,39,7,,,,2_con_totaldot_image_31.png,31,139.36209782953372,139.6111837212462,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_totaldot,0.25,6,2,4,40,11,,,,6_con_totaldot_image_55.png,55,139.7214326625224,139.97124013714492,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_singledot,0.25,4,2,5,41,3,,,,4_con_singledot_image_39.png,39,140.08002245456444,140.33123892920557,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_singledot,0.25,5,2,6,42,4,,,,5_con_singledot_image_13.png,13,140.43781195448244,140.68867747115436,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_singledot,0.25,1,2,7,43,0,,,,1_con_singledot_image_8.png,8,140.79595232948193,141.04704797118902,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_singledot,0.25,6,2,8,44,5,,,,6_con_singledot_image_36.png,36,141.15366420447825,141.4045048462227,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_circum,0.25,1,2,9,45,12,,,,1_con_circum_image_45.png,45,141.5142949545523,141.76445505421142,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_circum,0.25,6,2,10,46,17,,,,6_con_circum_image_63.png,63,141.87100928749422,142.1244815122569,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_circum,0.25,5,2,11,47,16,,,,5_con_circum_image_67.png,67,142.2324459545314,142.4984025962418,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_totaldot,0.25,4,2,12,48,9,,,,4_con_totaldot_image_7.png,7,142.6144675794756,142.8645125122508,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_circum,0.25,4,2,13,49,15,,,,4_con_circum_image_35.png,35,142.9705602875445,143.2213082622271,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_totaldot,0.25,3,2,14,50,8,,,,3_con_totaldot_image_59.png,59,143.33008795448112,143.58143592919222,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_totaldot,0.25,1,2,15,51,6,,,,1_con_totaldot_image_50.png,50,143.68993103755636,143.9480654292507,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_totaldot,0.25,5,2,16,52,10,,,,5_con_totaldot_image_12.png,12,144.05653878750744,144.31466647123452,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_circum,0.25,2,2,17,53,13,,,,2_con_circum_image_37.png,37,144.42124757957643,144.67254926220048,3.wav,144.7725939169759,15.mp4,144.7725939169759,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_circum,0.25,6,3,0,54,17,,,,6_con_circum_image_44.png,44,146.59751964390742,146.8473264292348,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_totaldot,0.25,6,3,1,55,11,,,,6_con_totaldot_image_8.png,8,146.95417728747705,147.20473613720387,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_circum,0.25,2,3,2,56,13,,,,2_con_circum_image_25.png,25,147.31370591251178,147.563846887229,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_totaldot,0.25,1,3,3,57,6,,,,1_con_totaldot_image_20.png,20,147.67056366249452,147.92179697125684,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_circum,0.25,4,3,4,58,15,,,,4_con_circum_image_40.png,40,148.03046107951084,148.28100880424026,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_totaldot,0.25,5,3,5,59,10,,,,5_con_totaldot_image_33.png,33,148.38752170449587,148.63818805422633,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_singledot,0.25,6,3,6,60,5,,,,6_con_singledot_image_9.png,9,148.7462294965051,148.99811276225373,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_totaldot,0.25,2,3,7,61,7,,,,2_con_totaldot_image_64.png,64,149.10536057951393,149.35543455418664,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_singledot,0.25,1,3,8,62,0,,,,1_con_singledot_image_38.png,38,149.46328737151342,149.71463405424728,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_circum,0.25,5,3,9,63,16,,,,5_con_circum_image_26.png,26,149.8212500374764,150.07274459619074,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_singledot,0.25,3,3,10,64,2,,,,3_con_singledot_image_37.png,37,150.179625454545,150.43108034625183,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_totaldot,0.25,3,3,11,65,8,,,,3_con_totaldot_image_50.png,50,150.53768078756983,150.7878733872436,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_totaldot,0.25,4,3,12,66,9,,,,4_con_totaldot_image_62.png,62,150.89756849647964,151.14811372119001,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_circum,0.25,1,3,13,67,12,,,,1_con_circum_image_44.png,44,151.25434941246638,151.50600713714957,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_circum,0.25,3,3,14,68,14,,,,3_con_circum_image_53.png,53,151.61504274648613,151.8708981372416,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_singledot,0.25,5,3,15,69,4,,,,5_con_singledot_image_5.png,5,151.9803447875427,152.23151584623847,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_singledot,0.25,4,3,16,70,3,,,,4_con_singledot_image_63.png,63,152.33809782955794,152.58837188724428,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_singledot,0.25,2,3,17,71,1,,,,2_con_singledot_image_66.png,66,152.69615953748578,152.94735434618778,1.wav,153.04698824998923,11.mp4,153.04698824998923,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_circum,0.25,2,4,0,72,13,,,,2_con_circum_image_39.png,39,154.89158831101375,155.14067117918748,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_circum,0.25,5,4,1,73,16,,,,5_con_circum_image_35.png,35,155.2483707465697,155.4974294712534,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_singledot,0.25,2,4,2,74,1,,,,2_con_singledot_image_32.png,32,155.60413653748108,155.854898762214,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_circum,0.25,6,4,3,75,17,,,,6_con_circum_image_16.png,16,155.96348241246304,156.21407147115096,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_totaldot,0.25,6,4,4,76,11,,,,6_con_totaldot_image_61.png,61,156.32080153755376,156.57240017924923,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_circum,0.25,1,4,5,77,12,,,,1_con_circum_image_15.png,15,156.6796307875309,156.93126767922658,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_totaldot,0.25,5,4,6,78,10,,,,5_con_totaldot_image_22.png,22,157.03787599650676,157.28909209617413,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_totaldot,0.25,1,4,7,79,6,,,,1_con_totaldot_image_70.png,70,157.39637320449108,157.64745284619275,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_circum,0.25,3,4,8,80,14,,,,3_con_circum_image_68.png,68,157.75408453757407,158.0049273872515,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_totaldot,0.25,4,4,9,81,9,,,,4_con_totaldot_image_56.png,56,158.11313012156168,158.36501901214942,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_singledot,0.25,3,4,10,82,2,,,,3_con_singledot_image_12.png,12,158.47180420446674,158.72230238714255,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_singledot,0.25,6,4,11,83,5,,,,6_con_singledot_image_46.png,46,158.83025678754782,159.080817012256,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_totaldot,0.25,3,4,12,84,8,,,,3_con_totaldot_image_66.png,66,159.18746037147937,159.43873788721393,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_singledot,0.25,5,4,13,85,4,,,,5_con_singledot_image_50.png,50,159.5466151214903,159.79839697121642,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_singledot,0.25,4,4,14,86,3,,,,4_con_singledot_image_7.png,7,159.9049557875376,160.15534442921634,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_singledot,0.25,1,4,15,87,0,,,,1_con_singledot_image_3.png,3,160.2630993294995,160.517201096192,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_circum,0.25,4,4,16,88,15,,,,4_con_circum_image_12.png,12,160.62548237149602,160.88098801220767,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_totaldot,0.25,2,4,17,89,7,,,,2_con_totaldot_image_24.png,24,160.98905412149614,161.23909667916595,1.wav,161.33948570804205,11.mp4,161.33948570804205,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_singledot,0.25,1,5,0,90,0,,,,1_con_singledot_image_14.png,14,163.17525031098629,163.43091984619386,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_singledot,0.25,4,5,1,91,3,,,,4_con_singledot_image_8.png,8,163.5377534965053,163.78844755424652,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_circum,0.25,3,5,2,92,14,,,,3_con_circum_image_66.png,66,163.89706687147262,164.14762797115836,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_circum,0.25,6,5,3,93,17,,,,6_con_circum_image_36.png,36,164.2541639544768,164.5051979711512,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_totaldot,0.25,4,5,4,94,9,,,,4_con_totaldot_image_24.png,24,164.61309328752102,164.86505338714923,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_singledot,0.25,6,5,5,95,5,,,,6_con_singledot_image_27.png,27,164.97165070457848,165.22235447124112,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_circum,0.25,5,5,6,96,16,,,,5_con_circum_image_61.png,61,165.3297217875486,165.58099601222202,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_singledot,0.25,3,5,7,97,2,,,,3_con_singledot_image_20.png,20,165.68695612153968,165.93848467923235,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_circum,0.25,2,5,8,98,13,,,,2_con_circum_image_32.png,32,166.04726816255132,166.2975350541761,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_circum,0.25,4,5,9,99,15,,,,4_con_circum_image_58.png,58,166.4041460795095,166.65520580417942,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_singledot,0.25,2,5,10,100,1,,,,2_con_singledot_image_39.png,39,166.76316741255576,167.01431201214436,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_circum,0.25,1,5,11,101,12,,,,1_con_circum_image_8.png,8,167.1209971624892,167.37261659619398,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_totaldot,0.25,3,5,12,102,8,,,,3_con_totaldot_image_17.png,17,167.48161124654578,167.73181667914614,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_singledot,0.25,5,5,13,103,4,,,,5_con_singledot_image_27.png,27,167.83845770447513,168.08877738718874,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_totaldot,0.25,5,5,14,104,10,,,,5_con_totaldot_image_63.png,63,168.19704337157307,168.448936804221,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_totaldot,0.25,1,5,15,105,6,,,,1_con_totaldot_image_65.png,65,168.55640791247131,168.8059313042555,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_totaldot,0.25,6,5,16,106,11,,,,6_con_totaldot_image_26.png,26,168.91335662147029,169.16521372124552,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_totaldot,0.25,2,5,17,107,7,,,,2_con_totaldot_image_56.png,56,169.27177403757813,169.52182167922146,5.wav,169.62362416705582,4.mp4,169.62362416705582,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_circum,0.25,4,6,0,108,15,,,,4_con_circum_image_67.png,67,171.46091051895635,171.71482059617992,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_totaldot,0.25,3,6,1,109,8,,,,3_con_totaldot_image_49.png,49,171.8213861215161,172.07242013714276,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_circum,0.25,1,6,2,110,12,,,,1_con_circum_image_26.png,26,172.18026532949878,172.43102263719774,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_circum,0.25,3,6,3,111,14,,,,3_con_circum_image_46.png,46,172.537715996569,172.78967247125692,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_totaldot,0.25,4,6,4,112,9,,,,4_con_totaldot_image_14.png,14,172.89662978746927,173.14843722120858,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_totaldot,0.25,2,6,5,113,7,,,,2_con_totaldot_image_8.png,8,173.2550166215049,173.50564692916814,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_singledot,0.25,5,6,6,114,4,,,,5_con_singledot_image_62.png,62,173.614020871534,173.86511430414393,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_circum,0.25,6,6,7,115,17,,,,6_con_circum_image_5.png,5,173.97160037148277,174.22185201223473,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_singledot,0.25,6,6,8,116,5,,,,6_con_singledot_image_3.png,3,174.33016762156038,174.58125597124453,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_totaldot,0.25,5,6,9,117,10,,,,5_con_totaldot_image_56.png,56,174.6879199544899,174.93798063721042,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_circum,0.25,5,6,10,118,16,,,,5_con_circum_image_12.png,12,175.04773278750943,175.29869284622836,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_singledot,0.25,2,6,11,119,1,,,,2_con_singledot_image_3.png,3,175.40539366246665,175.65532484618015,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_totaldot,0.25,6,6,12,120,11,,,,6_con_totaldot_image_14.png,14,175.7640003715176,176.0153680121526,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_singledot,0.25,1,6,13,121,0,,,,1_con_singledot_image_20.png,20,176.1219103295123,176.37291859616525,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_circum,0.25,2,6,14,122,13,,,,2_con_circum_image_64.png,64,176.4810021215351,176.73159038720186,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_singledot,0.25,3,6,15,123,2,,,,3_con_singledot_image_49.png,49,176.83811424656304,177.088663387252,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_singledot,0.25,4,6,16,124,3,,,,4_con_singledot_image_17.png,17,177.19672003756276,177.44785567922517,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_totaldot,0.25,1,6,17,125,6,,,,1_con_totaldot_image_44.png,44,177.5546607875265,177.80587555423844,4.wav,177.90645045798738,7.mp4,177.90645045798738,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_circum,0.25,4,7,0,126,15,,,,4_con_circum_image_57.png,57,179.7483031859854,179.9978773872368,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_circum,0.25,5,7,1,127,16,,,,5_con_circum_image_59.png,59,180.10459816253277,180.35476147118024,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
6_con_circum,0.25,6,7,2,128,17,,,,6_con_circum_image_13.png,13,180.46434124647638,180.71457247124053,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_totaldot,0.25,3,7,3,129,8,,,,3_con_totaldot_image_51.png,51,180.82110478747634,181.0721235121833,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
5_con_totaldot,0.25,5,7,4,130,10,,,,5_con_totaldot_image_21.png,21,181.18015707954763,181.431656887196,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
3_con_singledot,0.25,3,7,5,131,2,,,,3_con_singledot_image_63.png,63,181.53861574649343,181.78920676223933,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_circum,0.25,1,7,6,132,12,,,,1_con_circum_image_54.png,54,181.89689795447046,182.15012163717765,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_totaldot,0.25,4,7,7,133,9,,,,4_con_totaldot_image_6.png,6,182.25727345452177,182.5151587211527,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
2_con_totaldot,0.25,2,7,8,134,7,,,,2_con_totaldot_image_40.png,40,182.62171332952565,182.87224234619643,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
4_con_singledot,0.25,4,7,9,135,3,,,,4_con_singledot_image_12.png,12,182.98062782951163,183.23122876221314,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
1_con_singledot,0.25,1,7,10,136,0,,,,1_con_singledot_image_53.png,53,183.33782487148417,183.5886703462107,,,,,1,1,2024-10-28_18h31.36.691,visual,2024.1.5,120.43047788519208,
