condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
4_con_singledot,0.25,4,1,2,20,3,,,,4_con_singledot_image_29.png,129.96223022051564,130.21235392050295,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_singledot,0.25,2,1,3,21,1,,,,2_con_singledot_image_29.png,130.32113647051156,130.57893542050152,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_totaldot,0.25,2,1,4,22,7,,,,2_con_totaldot_image_29.png,130.6858764705161,130.93649029551017,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_circum,0.25,5,1,5,23,16,,,,5_con_circum_image_29.png,131.04478901251278,131.29599808749919,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_totaldot,0.25,3,1,6,24,8,,,,3_con_totaldot_image_29.png,131.40281267952233,131.6535130454984,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_circum,0.25,2,1,7,25,13,,,,2_con_circum_image_29.png,131.76285084551492,132.01250671250165,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_singledot,0.25,6,1,8,26,5,,,,6_con_singledot_image_29.png,132.1193251375138,132.36984146250762,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_singledot,0.25,1,1,9,27,0,,,,1_con_singledot_image_29.png,132.47820876251208,132.72939671251225,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_totaldot,0.25,6,1,10,28,11,,,,6_con_totaldot_image_29.png,132.8360275955114,133.0872908795107,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_singledot,0.25,5,1,11,29,4,,,,5_con_singledot_image_29.png,133.19554276251293,133.44642546250253,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_circum,0.25,1,1,12,30,12,,,,1_con_circum_image_29.png,133.55312617951714,133.80371758750408,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_circum,0.25,3,1,13,31,14,,,,3_con_circum_image_29.png,133.91190647052136,134.1623595875106,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_totaldot,0.25,4,1,14,32,9,,,,4_con_totaldot_image_29.png,134.26910526252178,134.52024129550847,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_circum,0.25,6,1,15,33,17,,,,6_con_circum_image_29.png,134.62859884551145,134.87973700450385,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_totaldot,0.25,5,1,16,34,10,,,,5_con_totaldot_image_29.png,134.98645359551884,135.23758637949942,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_circum,0.25,4,1,17,35,15,,,,4_con_circum_image_29.png,135.3453365545196,135.59608146251122,5.wav,135.69559991700226,13.mp4,135.69559991700226,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_circum,0.25,3,2,0,36,14,,,,3_con_circum_image_28.png,137.54007340459214,137.79611792051293,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_totaldot,0.25,1,2,1,37,6,,,,1_con_totaldot_image_28.png,137.90293826252164,138.15573129550904,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_circum,0.25,6,2,2,38,17,,,,6_con_circum_image_28.png,138.26333355451644,138.51240258750914,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_circum,0.25,4,2,3,39,15,,,,4_con_circum_image_28.png,138.61916784551286,138.8708735875087,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_totaldot,0.25,4,2,4,40,9,,,,4_con_totaldot_image_28.png,138.9791655125213,139.2294645455084,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_singledot,0.25,1,2,5,41,0,,,,1_con_singledot_image_28.png,139.33636992952088,139.58648025450822,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_totaldot,0.25,3,2,6,42,8,,,,3_con_totaldot_image_28.png,139.69567926251912,139.9465520875063,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_singledot,0.25,5,2,7,43,4,,,,5_con_singledot_image_28.png,140.05343826251047,140.30361321250967,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_singledot,0.25,4,2,8,44,3,,,,4_con_singledot_image_28.png,140.41277713751188,140.66342792049983,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_singledot,0.25,6,2,9,45,5,,,,6_con_singledot_image_28.png,140.77015363751562,141.02063829550463,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_totaldot,0.25,2,2,10,46,7,,,,2_con_totaldot_image_28.png,141.12911376251432,141.3790584205097,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_totaldot,0.25,5,2,11,47,10,,,,5_con_totaldot_image_28.png,141.4858118875185,141.73658562950442,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_circum,0.25,2,2,12,48,13,,,,2_con_circum_image_28.png,141.84563288750942,142.09622658751033,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_circum,0.25,5,2,13,49,16,,,,5_con_circum_image_28.png,142.20289667951002,142.45322121250211,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_singledot,0.25,2,2,14,50,1,,,,2_con_singledot_image_28.png,142.5627308875177,142.81283229549882,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_totaldot,0.25,6,2,15,51,11,,,,6_con_totaldot_image_28.png,142.9197538875218,143.17003242051288,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_circum,0.25,1,2,16,52,12,,,,1_con_circum_image_28.png,143.27959867951577,143.52947483749887,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_singledot,0.25,3,2,17,53,2,,,,3_con_singledot_image_28.png,143.6362359295221,143.88721787951073,1.wav,143.98853183300525,4.mp4,143.98853183300525,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_singledot,0.25,3,3,0,54,2,,,,3_con_singledot_image_14.png,145.81367394558913,146.07026004550863,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_singledot,0.25,4,3,1,55,3,,,,4_con_singledot_image_14.png,146.17899480451015,146.42972504551,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_circum,0.25,6,3,2,56,17,,,,6_con_circum_image_14.png,146.53646155451716,146.78711742050365,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_totaldot,0.25,6,3,3,57,11,,,,6_con_totaldot_image_14.png,146.8951870545192,147.1463399205066,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_circum,0.25,5,3,4,58,16,,,,5_con_circum_image_14.png,147.253046804521,147.50352750450548,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_totaldot,0.25,1,3,5,59,6,,,,1_con_totaldot_image_14.png,147.61269563751412,147.86369458750124,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_totaldot,0.25,2,3,6,60,7,,,,2_con_totaldot_image_14.png,147.97062059552118,148.2206618794997,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_circum,0.25,2,3,7,61,13,,,,2_con_circum_image_14.png,148.32940622051538,148.57978237951176,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_totaldot,0.25,5,3,8,62,10,,,,5_con_totaldot_image_14.png,148.68657509550977,148.9367364205071,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_singledot,0.25,5,3,9,63,4,,,,5_con_singledot_image_14.png,149.04590438752203,149.29639067050886,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_circum,0.25,3,3,10,64,14,,,,3_con_circum_image_14.png,149.40315547052015,149.65277942050017,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_circum,0.25,1,3,11,65,12,,,,1_con_circum_image_14.png,149.76271792951448,150.01354375450757,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_singledot,0.25,1,3,12,66,0,,,,1_con_singledot_image_14.png,150.1219063045195,150.38021421250306,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_singledot,0.25,2,3,13,67,1,,,,2_con_singledot_image_14.png,150.48867834552075,150.74717079550902,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_circum,0.25,4,3,14,68,15,,,,4_con_circum_image_14.png,150.855635554521,151.1130913375062,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_totaldot,0.25,4,3,15,69,9,,,,4_con_totaldot_image_14.png,151.21987222051249,151.46999354551082,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_totaldot,0.25,3,3,16,70,8,,,,3_con_totaldot_image_14.png,151.57941363751016,151.83026696250892,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_singledot,0.25,6,3,17,71,5,,,,6_con_singledot_image_14.png,151.9370844705176,152.18898783750484,2.wav,152.28917612500663,13.mp4,152.28917612500663,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_circum,0.25,6,4,0,72,17,,,,6_con_circum_image_16.png,154.11530652958902,154.36449267049903,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_totaldot,0.25,1,4,1,73,6,,,,1_con_totaldot_image_16.png,154.47232963752177,154.7295239205094,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_totaldot,0.25,2,4,2,74,7,,,,2_con_totaldot_image_16.png,154.83633047051845,155.08745583750425,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_singledot,0.25,1,4,3,75,0,,,,1_con_singledot_image_16.png,155.19602272051853,155.44661025450915,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_circum,0.25,3,4,4,76,14,,,,3_con_circum_image_16.png,155.55487322051195,155.80405975450122,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_totaldot,0.25,5,4,5,77,10,,,,5_con_totaldot_image_16.png,155.91282342951163,156.16692921251234,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_singledot,0.25,6,4,6,78,5,,,,6_con_singledot_image_16.png,156.27774934551272,156.53158221250925,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_circum,0.25,5,4,7,79,16,,,,5_con_circum_image_16.png,156.63898726252083,156.89653162950418,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_singledot,0.25,3,4,8,80,2,,,,3_con_singledot_image_16.png,157.0032903045125,157.25412425450924,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_singledot,0.25,5,4,9,81,4,,,,5_con_singledot_image_16.png,157.3628184295143,157.6127957955003,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_totaldot,0.25,6,4,10,82,11,,,,6_con_totaldot_image_16.png,157.71947984552244,157.9710733795044,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_circum,0.25,2,4,11,83,13,,,,2_con_circum_image_16.png,158.0792001795111,158.329998045502,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_circum,0.25,4,4,12,84,15,,,,4_con_circum_image_16.png,158.43667934551777,158.6873992545123,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_singledot,0.25,4,4,13,85,3,,,,4_con_singledot_image_16.png,158.79584697051033,159.0462601705047,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_circum,0.25,1,4,14,86,12,,,,1_con_circum_image_16.png,159.15307855450956,159.40410692050938,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_totaldot,0.25,3,4,15,87,8,,,,3_con_totaldot_image_16.png,159.51248809551763,159.7632993375126,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_singledot,0.25,2,4,16,88,1,,,,2_con_singledot_image_16.png,159.869977429515,160.12042883751275,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_totaldot,0.25,4,4,17,89,9,,,,4_con_totaldot_image_16.png,160.2299645545194,160.4803777955065,1.wav,160.58137516700663,5.mp4,160.58137516700663,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_circum,0.25,1,5,0,90,12,,,,1_con_circum_image_17.png,162.40736107059058,162.66292958749983,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_totaldot,0.25,4,5,1,91,9,,,,4_con_totaldot_image_17.png,162.76971072052257,163.02090587951244,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_singledot,0.25,6,5,2,92,5,,,,6_con_singledot_image_17.png,163.1293294295232,163.3801074205083,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_circum,0.25,5,5,3,93,16,,,,5_con_circum_image_17.png,163.488476262521,163.7466343795066,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_totaldot,0.25,3,5,4,94,8,,,,3_con_totaldot_image_17.png,163.85337063752232,164.1046800045122,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_singledot,0.25,5,5,5,95,4,,,,5_con_singledot_image_17.png,164.21303430451954,164.46532950451075,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_singledot,0.25,3,5,6,96,2,,,,3_con_singledot_image_17.png,164.57265359550948,164.8300604205113,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_singledot,0.25,2,5,7,97,1,,,,2_con_singledot_image_17.png,164.9369152205094,165.1879983375082,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_totaldot,0.25,5,5,8,98,10,,,,5_con_totaldot_image_17.png,165.29619167952333,165.54743642051181,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_circum,0.25,6,5,9,99,17,,,,6_con_circum_image_17.png,165.65584347051336,165.9131356295082,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_circum,0.25,4,5,10,100,15,,,,4_con_circum_image_17.png,166.02126751251345,166.2704744625051,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_singledot,0.25,1,5,11,101,0,,,,1_con_singledot_image_17.png,166.37979797051813,166.63012229550515,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_totaldot,0.25,2,5,12,102,7,,,,2_con_totaldot_image_17.png,166.73695476251888,166.98791483750102,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_totaldot,0.25,1,5,13,103,6,,,,1_con_totaldot_image_17.png,167.0962254295213,167.34688279550465,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_circum,0.25,3,5,14,104,14,,,,3_con_circum_image_17.png,167.45294217952178,167.7038248375,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_singledot,0.25,4,5,15,105,3,,,,4_con_singledot_image_17.png,167.81312517951883,168.06294971250173,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_totaldot,0.25,6,5,16,106,11,,,,6_con_totaldot_image_17.png,168.16963547051128,168.42106925449917,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_circum,0.25,2,5,17,107,13,,,,2_con_circum_image_17.png,168.52884867950925,168.78054050450447,1.wav,168.88136204201146,1.mp4,168.88136204201146,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_totaldot,0.25,1,6,0,108,6,,,,1_con_totaldot_image_13.png,170.7078034455859,170.96355508750713,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_singledot,0.25,1,6,1,109,0,,,,1_con_singledot_image_13.png,171.0703173455171,171.32107521249856,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_totaldot,0.25,2,6,2,110,7,,,,2_con_totaldot_image_13.png,171.4296318455221,171.68010975450744,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_totaldot,0.25,3,6,3,111,8,,,,3_con_totaldot_image_13.png,171.7868158045225,172.03766671250634,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_circum,0.25,6,6,4,112,17,,,,6_con_circum_image_13.png,172.14653705451056,172.39751167050855,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_singledot,0.25,6,6,5,113,5,,,,6_con_singledot_image_13.png,172.50438934552076,172.75435037949939,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_singledot,0.25,2,6,6,114,1,,,,2_con_singledot_image_13.png,172.86296476251155,173.1139540875127,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_totaldot,0.25,4,6,7,115,9,,,,4_con_totaldot_image_13.png,173.22064438750968,173.47117862950546,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_singledot,0.25,3,6,8,116,2,,,,3_con_singledot_image_13.png,173.58020226251975,173.83018075450383,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_singledot,0.25,4,6,9,117,3,,,,4_con_singledot_image_13.png,173.9368745545129,174.18782462950622,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_circum,0.25,2,6,10,118,13,,,,2_con_circum_image_13.png,174.2968128045235,174.54693046251197,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_totaldot,0.25,5,6,11,119,10,,,,5_con_totaldot_image_13.png,174.65382834552148,174.90436379550084,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_circum,0.25,5,6,12,120,16,,,,5_con_circum_image_13.png,175.01283930452192,175.26403296251084,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_circum,0.25,3,6,13,121,14,,,,3_con_circum_image_13.png,175.37072842951457,175.62116667050287,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_totaldot,0.25,6,6,14,122,11,,,,6_con_totaldot_image_13.png,175.72999322051183,175.9798054204992,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_circum,0.25,4,6,15,123,15,,,,4_con_circum_image_13.png,176.08663167952037,176.33779771250266,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_singledot,0.25,5,6,16,124,4,,,,5_con_singledot_image_13.png,176.44577592950955,176.69702804551054,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_circum,0.25,1,6,17,125,12,,,,1_con_circum_image_13.png,176.8050973875128,177.05502487950145,2.wav,177.15570020800806,16.mp4,177.15570020800806,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_totaldot,0.25,3,7,0,126,8,,,,3_con_totaldot_image_12.png,178.97925998758876,179.2303927125002,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_circum,0.25,6,7,1,127,17,,,,6_con_circum_image_12.png,179.3371820125234,179.58778433750268,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_singledot,0.25,5,7,2,128,4,,,,5_con_singledot_image_12.png,179.6957901795162,179.94732025450213,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_circum,0.25,1,7,3,129,12,,,,1_con_circum_image_12.png,180.0540313455189,180.304027629504,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
5_con_circum,0.25,5,7,4,130,16,,,,5_con_circum_image_12.png,180.41328109551105,180.66324675451034,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_singledot,0.25,6,7,5,131,5,,,,6_con_singledot_image_12.png,180.77005542952102,181.0213362545008,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
6_con_totaldot,0.25,6,7,6,132,11,,,,6_con_totaldot_image_12.png,181.13029830452288,181.3806785455061,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_circum,0.25,4,7,7,133,15,,,,4_con_circum_image_12.png,181.48845626251423,181.73779617050315,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
3_con_circum,0.25,3,7,8,134,14,,,,3_con_circum_image_12.png,181.84621513751918,182.09723467050645,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_singledot,0.25,2,7,9,135,1,,,,2_con_singledot_image_12.png,182.2054805125139,182.45498154550734,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
2_con_circum,0.25,2,7,10,136,13,,,,2_con_circum_image_12.png,182.56250901251624,182.8134190454992,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_singledot,0.25,1,7,11,137,0,,,,1_con_singledot_image_12.png,182.92007242951368,183.1707568795071,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
1_con_totaldot,0.25,1,7,12,138,6,,,,1_con_totaldot_image_12.png,183.28003501250933,183.53044112950448,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
4_con_singledot,0.25,4,7,13,139,3,,,,4_con_singledot_image_12.png,183.63715263752093,183.8882508375071,,,,,1,1,2024-10-11_16h33.49.368,visual,2024.1.5,119.39894618080346,
