condition,single_duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,beep_1.started,beep_1.stopped,beep_2.started,beep_2.stopped,beep_3.started,beep_3.stopped,beep_4.started,beep_4.stopped,beep_5.started,beep_5.stopped,beep_6.started,beep_6.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
4_con_duration,0.08,4,2,9,33,3,,,,67.35057103111758,67.42990086188948,67.52935621267825,67.61319698689331,67.71265233768209,67.79657269588498,67.89602804667375,67.97980048689934,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_rate,0.02,2,2,10,34,7,,,,68.7837312391086,68.8131779869058,68.91263333769457,68.93689823691093,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_rate,0.02,5,2,11,35,10,,,,69.7408289891202,69.76097236188653,69.8604277126753,69.88830111189455,69.98775646268332,70.0126214038959,70.11207675468468,70.13130469590251,70.23076004669129,70.25007677889371,,,2.wav,71.04853362499853,6.mp4,71.04853362499853,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_rate,0.02,6,3,0,36,11,,,,72.89740496020823,72.91798340388632,73.0174387546751,73.03684790390835,73.13630325469713,73.15624432090263,73.2556996716914,73.2754008209071,73.37485617169587,73.39920352890331,73.49865887969209,73.5293851958908,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_duration,0.02,6,3,1,37,5,,,,74.33331594810006,74.36306982090755,74.46252517169633,74.48227311189694,74.58172846268572,74.61309790389205,74.71255325468083,74.73169773691043,74.8311530876992,74.85049669589208,74.94995204668085,74.96930107089284,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_duration,0.044,5,3,2,38,4,,,,75.77323182310211,75.81815582090931,75.91761117169808,75.96274936189585,76.06220471268462,76.11342011190428,76.21287546269305,76.26323823691055,76.36269358769933,76.41351298690134,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_rate,0.02,1,3,3,39,6,,,,77.2174437391106,77.24590215388744,,,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_rate,0.02,5,3,4,40,10,,,,78.04983290609671,78.06999002890953,78.1694453796983,78.19737627888972,78.30511957557756,78.3293959459028,78.42885129669158,78.44919315389998,78.54864850468876,78.56779840389791,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_duration,0.26,2,3,5,41,1,,,,79.37172915610718,79.63579457089364,79.73524992168241,79.99702027890308,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_duration,0.08,4,3,6,42,3,,,,80.80095103111235,80.88012273690256,80.97957808769134,81.06333469589882,81.16279004668759,81.24663132090646,81.34608667169523,81.43004994591175,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_duration,0.62,1,3,7,43,0,,,,82.23398069812102,82.85509119589406,,,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_rate,0.02,3,3,8,44,8,,,,83.65902194810333,83.67950927890197,83.77896462969075,83.79931173691003,83.8987670876988,83.91801727891144,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_rate,0.02,2,3,9,45,7,,,,84.7219480311207,84.74234911190288,84.84180446269166,84.86110898688494,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_rate,0.02,4,3,10,46,9,,,,85.66503973909421,85.68647873688897,85.78593408767775,85.80499294588518,85.90444829667395,85.92724465388747,86.02670000467624,86.04632069588698,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_duration,0.14,3,3,11,47,2,,,,86.85025144809624,86.99712232089078,87.09657767167955,87.2470749459084,87.34653029669717,87.48557490388922,,,,,,,4.wav,88.28440574998967,15.mp4,88.28440574998967,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_rate,0.02,4,4,0,48,9,,,,90.10594896020194,90.12848786191026,90.22794321269903,90.25118319590402,90.35063854669279,90.38011290391151,90.47956825470028,90.49894211190113,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_duration,0.14,3,4,1,49,2,,,,91.3028728641104,91.44719215391379,91.54664750470256,91.69715307090374,91.79660842169251,91.94719615388604,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_duration,0.02,6,4,2,50,5,,,,92.75112690609531,92.77964623690642,92.87910158769519,92.90336698688625,93.00282233767503,93.02679202891014,93.12624737969891,93.14976961190987,93.24922496269865,93.27974115389807,93.37919650468685,93.40266373688647,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_duration,0.26,2,4,3,51,1,,,,94.20659448909574,94.46932373689779,94.56877908768656,94.83061161191145,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_rate,0.02,2,4,4,52,7,,,,95.63454236412072,95.66290961190535,95.76236496269412,95.78650286190387,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_rate,0.02,5,4,5,53,10,,,,96.59043361411314,96.61479377891229,96.71424912970106,96.74632515390695,96.84578050469572,96.86530252888625,96.96475787967502,96.99689457090281,97.09634992169158,97.11540965388704,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_rate,0.02,6,4,6,54,11,,,,97.91934040609631,97.9462716958864,98.04572704667517,98.06478307089711,98.16423842168588,98.19666698690563,98.2961223376944,98.31529898690351,98.41475433769229,98.44657461190073,98.5460299626895,98.56512111188786,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_rate,0.02,3,4,7,55,8,,,,99.36905186409713,99.39632519589796,99.49578054668673,99.5153167369048,99.61477208769357,99.6464455288864,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_rate,0.02,1,4,8,56,6,,,,100.45037628109567,100.48062273690303,,,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_duration,0.08,4,4,9,57,3,,,,101.2845534891123,101.36364594589978,101.46310129668855,101.54704927890853,101.6465046296973,101.73051348688605,101.82996883767483,101.91370373689861,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_duration,0.044,5,4,10,58,4,,,,102.71763448910788,102.76372482091247,102.86318017170125,102.91381557089917,103.01327092168795,103.06382715389773,103.1632825046865,103.21319790390262,103.3126532546914,103.36326411190967,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_duration,0.62,1,4,11,59,0,,,,104.16719486411894,104.7868037788925,,,,,,,,,,,5.wav,105.58573562500533,12.mp4,105.58573562500533,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_duration,0.08,4,5,0,60,3,,,,107.42809941820161,107.51335786189011,107.61281321267889,107.69722248688632,107.79667783767509,107.88053894589248,107.97999429668126,108.06381815388741,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_rate,0.02,6,5,1,61,11,,,,108.86774890609668,108.89653836189828,108.99599371268705,109.01550115390856,109.11495650469733,109.14752823689778,109.24698358768656,109.26677977889486,109.36623512968363,109.396701153912,109.49615650470078,109.51966977889825,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_rate,0.02,3,5,2,62,8,,,,110.32360053110752,110.3472258619062,110.44668121269497,110.47032969589637,110.56978504668514,110.59265873690893,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_rate,0.02,2,5,3,63,7,,,,111.3965894891182,111.41753590391309,111.51699125470186,111.54713890389249,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_duration,0.044,5,5,4,64,4,,,,112.35106965610176,112.39678861191206,112.49624396270083,112.54740273689677,112.64685808768554,112.69759069588909,112.79704604667786,112.84750544590352,112.9469607966923,112.99740848689399,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_rate,0.02,4,5,5,65,9,,,,113.80133923910326,113.83007632090303,113.9295316716918,113.95318336190249,114.05263871269126,114.0770184039051,114.17647375469387,114.20113127890218,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_duration,0.62,1,5,6,66,0,,,,115.00506203111145,115.63144369591319,,,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_duration,0.14,3,5,7,67,2,,,,116.43537444812246,116.58108507090074,116.68054042168951,116.83083240390116,116.93028775468993,117.06939144588833,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_rate,0.02,5,5,8,68,10,,,,117.8733221980976,117.89342048690597,117.99287583769474,118.01717427890108,118.11662962968985,118.14726086189913,118.2467162126879,118.26660957090499,118.36606492169376,118.39689327889064,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_duration,0.26,2,5,9,69,1,,,,119.20082403109991,119.464517861887,119.56397321267578,119.83103344588599,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_duration,0.02,6,5,10,70,5,,,,120.63496419809526,120.66415694590833,120.7636122966971,120.78737990391383,120.8868352547026,120.91017686190608,121.00963221269485,121.0338479459082,121.13330329669698,121.15282361191058,121.25227896269935,121.27539419588575,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_rate,0.02,1,5,11,71,6,,,,122.07932494809502,122.0998756959074,,,,,,,,,,,5.wav,122.90088475000812,12.mp4,122.90088475000812,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_duration,0.02,6,6,0,72,5,,,,124.74854746021157,124.78011502889277,124.87957037968154,124.89936865390919,124.99882400469797,125.03038923688874,125.12984458767751,125.15379286189855,125.25324821268732,125.27669873690175,125.37615408769052,125.4004204868892,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_rate,0.02,4,6,1,73,9,,,,126.20435123909847,126.23011465390155,126.32957000469032,126.35355682091031,126.45301217169909,126.47656327889709,126.57601862968586,126.60015969588713,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_rate,0.02,6,6,2,74,11,,,,127.4040904480964,127.43019115391363,127.5296465047024,127.5544541958865,127.65390954667528,127.67711369590543,127.7765690466942,127.80040565391246,127.89986100470124,127.9308527788875,128.03030812967629,128.04991469589586,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
,,,,,,,,,,128.85384544810515,128.88035440388776,128.97980975467655,128.9992772368918,,,,,,,,,,,,,,,,,,,
