condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image_number,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
6_con_totaldot,0.25,6,1,12,30,11,,,,6_con_totaldot_image_43.png,43,130.04211762049235,130.29248276252764,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_totaldot,0.25,2,1,13,31,7,,,,2_con_totaldot_image_47.png,47,130.4020511624636,130.65221113751176,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_circum,0.25,2,1,14,32,13,,,,2_con_circum_image_32.png,32,130.75811982855666,131.00972738750278,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_singledot,0.25,2,1,15,33,1,,,,2_con_singledot_image_14.png,14,131.11804307848215,131.3693158034468,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_singledot,0.25,1,1,16,34,0,,,,1_con_singledot_image_70.png,70,131.47589491251856,131.72662526245693,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_totaldot,0.25,3,1,17,35,8,,,,3_con_totaldot_image_1.png,1,131.83469016246963,132.08514559553004,4.wav,132.1847311659949,7.mp4,132.1847311659949,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_circum,0.25,3,2,0,36,14,,,,3_con_circum_image_24.png,24,134.02560176632832,134.2757329284679,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_singledot,0.25,4,2,1,37,3,,,,4_con_singledot_image_21.png,21,134.38517845354508,134.63560834543313,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_circum,0.25,6,2,2,38,17,,,,6_con_circum_image_33.png,33,134.74146382850594,134.99261426243464,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_totaldot,0.25,5,2,3,39,10,,,,5_con_totaldot_image_10.png,10,135.10141678750514,135.35440801251679,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_circum,0.25,1,2,4,40,12,,,,1_con_circum_image_9.png,9,135.46457924556452,135.71905151247046,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_singledot,0.25,6,2,5,41,5,,,,6_con_singledot_image_35.png,35,135.82601791250053,136.07661551241762,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_circum,0.25,4,2,6,42,15,,,,4_con_circum_image_13.png,13,136.18467103750444,136.43539322044234,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_circum,0.25,2,2,7,43,13,,,,2_con_circum_image_18.png,18,136.54190166250336,136.79316551242954,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_totaldot,0.25,3,2,8,44,8,,,,3_con_totaldot_image_10.png,10,136.90152332852594,137.1526393454289,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_totaldot,0.25,1,2,9,45,6,,,,1_con_totaldot_image_58.png,58,137.25922957856673,137.50979963752906,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_singledot,0.25,1,2,10,46,0,,,,1_con_singledot_image_61.png,61,137.6181060784962,137.8694906784687,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_totaldot,0.25,2,2,11,47,7,,,,2_con_totaldot_image_70.png,70,137.9763184954878,138.2262246375205,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_singledot,0.25,3,2,12,48,2,,,,3_con_singledot_image_31.png,31,138.33450187046546,138.58581780344247,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_singledot,0.25,5,2,13,49,4,,,,5_con_singledot_image_6.png,6,138.6923526205588,138.94528113752602,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_totaldot,0.25,4,2,14,50,9,,,,4_con_totaldot_image_29.png,29,139.05237424550577,139.3027377624996,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_singledot,0.25,2,2,15,51,1,,,,2_con_singledot_image_69.png,69,139.40930466251447,139.66037467848508,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_totaldot,0.25,6,2,16,52,11,,,,6_con_totaldot_image_4.png,4,139.76775937052443,140.01912292842752,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_circum,0.25,5,2,17,53,16,,,,5_con_circum_image_5.png,5,140.12565216249786,140.37648555350023,3.wav,140.47773095802404,12.mp4,140.47773095802404,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_totaldot,0.25,1,3,0,54,6,,,,1_con_totaldot_image_66.png,66,142.33837780836038,142.5930690124398,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_singledot,0.25,6,3,1,55,5,,,,6_con_singledot_image_53.png,53,142.7010817454662,142.95213634548708,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_circum,0.25,2,3,2,56,13,,,,2_con_circum_image_7.png,7,143.05872557850088,143.31349172051995,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_singledot,0.25,1,3,3,57,0,,,,1_con_singledot_image_14.png,14,143.42121132849715,143.67086505347396,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_totaldot,0.25,5,3,4,58,10,,,,5_con_totaldot_image_46.png,46,143.77850762046873,144.035991637432,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_totaldot,0.25,4,3,5,59,9,,,,4_con_totaldot_image_25.png,25,144.1426117455354,144.39287142844404,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_singledot,0.25,4,3,6,60,3,,,,4_con_singledot_image_50.png,50,144.50113141248002,144.75211759544908,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_totaldot,0.25,3,3,7,61,8,,,,3_con_totaldot_image_3.png,3,144.89170167057307,145.15267934550064,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_circum,0.25,6,3,8,62,17,,,,6_con_circum_image_27.png,27,145.26314678755588,145.51982376251834,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_circum,0.25,4,3,9,63,15,,,,4_con_circum_image_47.png,47,145.62677745348773,145.87644813749938,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_circum,0.25,1,3,10,64,12,,,,1_con_circum_image_35.png,35,145.98480057846754,146.24149097052867,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_totaldot,0.25,2,3,11,65,7,,,,2_con_totaldot_image_22.png,22,146.35224799546413,146.60392667846753,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_singledot,0.25,2,3,12,66,1,,,,2_con_singledot_image_39.png,39,146.71089412053115,146.9605805954663,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_circum,0.25,3,3,13,67,14,,,,3_con_circum_image_68.png,68,147.0683025375707,147.3195233875187,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_singledot,0.25,5,3,14,68,4,,,,5_con_singledot_image_43.png,43,147.4260826205369,147.67654597042127,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_totaldot,0.25,6,3,15,69,11,,,,6_con_totaldot_image_27.png,27,147.7847840375267,148.03548272051847,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_singledot,0.25,3,3,16,70,2,,,,3_con_singledot_image_68.png,68,148.14200541251338,148.39299842847976,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_circum,0.25,5,3,17,71,16,,,,5_con_circum_image_50.png,50,148.50136587049346,148.75305634543764,5.wav,148.85250095801894,12.mp4,148.85250095801894,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_circum,0.25,6,4,0,72,17,,,,6_con_circum_image_32.png,32,150.69128222533035,150.9431233874522,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_totaldot,0.25,4,4,1,73,9,,,,4_con_totaldot_image_34.png,34,151.05168995356652,151.30292926244437,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_totaldot,0.25,2,4,2,74,7,,,,2_con_totaldot_image_66.png,66,151.40967266252264,151.66132451249285,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_circum,0.25,1,4,3,75,12,,,,1_con_circum_image_41.png,41,151.76841699555516,152.01962213746737,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_circum,0.25,2,4,4,76,13,,,,2_con_circum_image_54.png,54,152.12612903749104,152.37808484542182,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_totaldot,0.25,6,4,5,77,11,,,,6_con_totaldot_image_21.png,21,152.4866077455459,152.74303584550506,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_totaldot,0.25,1,4,6,78,6,,,,1_con_totaldot_image_57.png,57,152.85223053747322,153.10221805346663,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_totaldot,0.25,5,4,7,79,10,,,,5_con_totaldot_image_31.png,31,153.20903824551496,153.4601890125079,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_circum,0.25,3,4,8,80,14,,,,3_con_circum_image_50.png,50,153.56837012050673,153.8193432204891,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_singledot,0.25,2,4,9,81,1,,,,2_con_singledot_image_21.png,21,153.92589391246437,154.17686717845498,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_singledot,0.25,6,4,10,82,5,,,,6_con_singledot_image_9.png,9,154.28539482855703,154.53561426249797,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_singledot,0.25,3,4,11,83,2,,,,3_con_singledot_image_60.png,60,154.64169066250324,154.8939656374743,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_singledot,0.25,5,4,12,84,4,,,,5_con_singledot_image_35.png,35,155.00215887047815,155.25280413746367,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_circum,0.25,5,4,13,85,16,,,,5_con_circum_image_36.png,36,155.35925341248512,155.61039280348922,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_totaldot,0.25,3,4,14,86,8,,,,3_con_totaldot_image_40.png,40,155.71850324552506,155.96897872053086,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_singledot,0.25,1,4,15,87,0,,,,1_con_singledot_image_29.png,29,156.07586099547333,156.3272856374271,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_singledot,0.25,4,4,16,88,3,,,,4_con_singledot_image_45.png,45,156.4355239535449,156.68615547048393,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_circum,0.25,4,4,17,89,15,,,,4_con_circum_image_2.png,2,156.79273462053388,157.04405813750344,1.wav,157.1448831249727,14.mp4,157.1448831249727,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_totaldot,0.25,5,5,0,90,10,,,,5_con_totaldot_image_37.png,37,158.98277135032694,159.2356916374294,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_totaldot,0.25,4,5,1,91,9,,,,4_con_totaldot_image_19.png,19,159.34245832848828,159.5933834284544,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_singledot,0.25,2,5,2,92,1,,,,2_con_singledot_image_55.png,55,159.70179107857402,159.9532031374285,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_circum,0.25,2,5,3,93,13,,,,2_con_circum_image_69.png,69,160.05972957846242,160.31079709546174,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_circum,0.25,5,5,4,94,16,,,,5_con_circum_image_19.png,19,160.4186214955058,160.66956601249984,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_totaldot,0.25,3,5,5,95,8,,,,3_con_totaldot_image_47.png,47,160.7769495374756,161.02701663742772,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_singledot,0.25,1,5,6,96,0,,,,1_con_singledot_image_52.png,52,161.1352273285389,161.38659488752018,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_singledot,0.25,6,5,7,97,5,,,,6_con_singledot_image_60.png,60,161.4930647035595,161.74331751249264,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_circum,0.25,4,5,8,98,15,,,,4_con_circum_image_19.png,19,161.852130120527,162.10245801245327,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_totaldot,0.25,1,5,9,99,6,,,,1_con_totaldot_image_8.png,8,162.2091178705683,162.46074713747947,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_singledot,0.25,3,5,10,100,2,,,,3_con_singledot_image_37.png,37,162.56812128752935,162.81911484552546,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_totaldot,0.25,6,5,11,101,11,,,,6_con_totaldot_image_22.png,22,162.92562982849776,163.1765895124292,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_circum,0.25,6,5,12,102,17,,,,6_con_circum_image_58.png,58,163.28521949555724,163.53583042852114,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_totaldot,0.25,2,5,13,103,7,,,,2_con_totaldot_image_23.png,23,163.64238732845988,163.89370747043284,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_circum,0.25,1,5,14,104,12,,,,1_con_circum_image_42.png,42,164.0015461205272,164.25320572049822,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_singledot,0.25,4,5,15,105,3,,,,4_con_singledot_image_5.png,5,164.3597696625162,164.60997334546408,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_singledot,0.25,5,5,16,106,4,,,,5_con_singledot_image_27.png,27,164.7190752874827,164.9692995534744,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_circum,0.25,3,5,17,107,14,,,,3_con_circum_image_25.png,25,165.07600345348473,165.33228534546214,2.wav,165.43228016595822,12.mp4,165.43228016595822,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_totaldot,0.25,5,6,0,108,10,,,,5_con_totaldot_image_4.png,4,167.29003314129076,167.54339088748674,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_totaldot,0.25,1,6,1,109,6,,,,1_con_totaldot_image_64.png,64,167.65271078750956,167.90352872041984,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_circum,0.25,6,6,2,110,17,,,,6_con_circum_image_23.png,23,168.01023353755008,168.26063351244665,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_circum,0.25,3,6,3,111,14,,,,3_con_circum_image_13.png,13,168.3682581625413,168.61936942841857,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_circum,0.25,1,6,4,112,12,,,,1_con_circum_image_69.png,69,168.72588266248349,168.98041863744146,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_totaldot,0.25,6,6,5,113,11,,,,6_con_totaldot_image_16.png,16,169.10427553756162,169.360809470457,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_circum,0.25,4,6,6,114,15,,,,4_con_circum_image_24.png,24,169.48951237057335,169.74402063752058,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_totaldot,0.25,3,6,7,115,8,,,,3_con_totaldot_image_30.png,30,169.8516689535696,170.10312205348163,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_circum,0.25,2,6,8,116,13,,,,2_con_circum_image_20.png,20,170.2096818705555,170.45999572046566,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_circum,0.25,5,6,9,117,16,,,,5_con_circum_image_15.png,15,170.56915695350617,170.82009901250711,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_singledot,0.25,4,6,10,118,3,,,,4_con_singledot_image_51.png,51,170.9265888284659,171.17685280349104,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_totaldot,0.25,4,6,11,119,9,,,,4_con_totaldot_image_53.png,53,171.28578057852573,171.536473887437,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_singledot,0.25,6,6,12,120,5,,,,6_con_singledot_image_54.png,54,171.6431660375325,171.8944578035036,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_singledot,0.25,3,6,13,121,2,,,,3_con_singledot_image_12.png,12,172.00223645349033,172.25261272052302,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_singledot,0.25,5,6,14,122,4,,,,5_con_singledot_image_2.png,2,172.35920178752858,172.61007122048176,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_totaldot,0.25,2,6,15,123,7,,,,2_con_totaldot_image_63.png,63,172.71840916250366,172.96932938746176,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_singledot,0.25,1,6,16,124,0,,,,1_con_singledot_image_66.png,66,173.07591537050902,173.32683838745578,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_singledot,0.25,2,6,17,125,1,,,,2_con_singledot_image_4.png,4,173.43629070350434,173.68595355346332,2.wav,173.78538116591517,1.mp4,173.78538116591517,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
1_con_circum,0.25,1,7,0,126,12,,,,1_con_circum_image_56.png,56,175.61107835036236,175.86097597044426,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_circum,0.25,5,7,1,127,16,,,,5_con_circum_image_39.png,39,175.96850949551444,176.21998838747385,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_circum,0.25,6,7,2,128,17,,,,6_con_circum_image_28.png,28,176.32654203756246,176.57709730351343,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
6_con_totaldot,0.25,6,7,3,129,11,,,,6_con_totaldot_image_46.png,46,176.68557437045965,176.93615584545768,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_totaldot,0.25,4,7,4,130,9,,,,4_con_totaldot_image_37.png,37,177.04276541250292,177.2939969284227,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_totaldot,0.25,2,7,5,131,7,,,,2_con_totaldot_image_33.png,33,177.40264095356687,177.65278134546242,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
2_con_circum,0.25,2,7,6,132,13,,,,2_con_circum_image_67.png,67,177.75934728749561,178.01033501250203,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
5_con_totaldot,0.25,5,7,7,133,10,,,,5_con_totaldot_image_19.png,19,178.11935174548998,178.37006655351723,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_singledot,0.25,3,7,8,134,2,,,,3_con_singledot_image_35.png,35,178.47675707857124,178.72785155351738,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
3_con_totaldot,0.25,3,7,9,135,8,,,,3_con_totaldot_image_18.png,18,178.83515920352656,179.08698805344756,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
4_con_circum,0.25,4,7,10,136,15,,,,4_con_circum_image_10.png,10,179.19357712056953,179.44365059542469,,,,,1,1,2024-10-28_16h45.51.295,visual,2024.1.5,120.18081263990995,
