condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image_number,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
1_con_totaldot,0.25,1,2,5,41,6,,,,1_con_totaldot_image_13.png,13,135.3096569591784,135.56071458373918,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_circum,0.25,3,2,6,42,14,,,,3_con_circum_image_13.png,13,135.66901650120272,135.92064220866888,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_singledot,0.25,6,2,7,43,5,,,,6_con_singledot_image_2.png,2,136.02678233423504,136.277114166657,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_circum,0.25,5,2,8,44,16,,,,5_con_circum_image_40.png,40,136.38601150122705,136.63666937571253,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_totaldot,0.25,2,2,9,45,7,,,,2_con_totaldot_image_65.png,65,136.74305854217383,136.99415445864435,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_singledot,0.25,2,2,10,46,1,,,,2_con_singledot_image_70.png,70,137.10227733423235,137.35338129174198,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_singledot,0.25,5,2,11,47,4,,,,5_con_singledot_image_27.png,27,137.4595939171617,137.7101618336863,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_circum,0.25,1,2,12,48,12,,,,1_con_circum_image_62.png,62,137.8191060421872,138.07033858367942,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_singledot,0.25,1,2,13,49,0,,,,1_con_singledot_image_58.png,58,138.17649279223988,138.42771895871266,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_totaldot,0.25,4,2,14,50,9,,,,4_con_totaldot_image_27.png,27,138.53579420925817,138.7862069587107,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_totaldot,0.25,3,2,15,51,8,,,,3_con_totaldot_image_68.png,68,138.89245008424624,139.14358183370206,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_circum,0.25,6,2,16,52,17,,,,6_con_circum_image_31.png,31,139.25203025123338,139.5034072917304,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_circum,0.25,2,2,17,53,13,,,,2_con_circum_image_39.png,39,139.60981054223376,139.86118150072872,4.wav,139.96203945903108,6.mp4,139.96203945903108,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_totaldot,0.25,5,3,0,54,10,,,,5_con_totaldot_image_25.png,25,141.81604933748022,142.0713380837231,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_singledot,0.25,2,3,1,55,1,,,,2_con_singledot_image_33.png,33,142.17769254223677,142.42802783370718,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_totaldot,0.25,4,3,2,56,9,,,,4_con_totaldot_image_47.png,47,142.53565541716526,142.7863232507487,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_circum,0.25,5,3,3,57,16,,,,5_con_circum_image_23.png,23,142.8924592092284,143.15415270872182,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_singledot,0.25,3,3,4,58,2,,,,3_con_singledot_image_12.png,12,143.26094579222845,143.511079708708,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_singledot,0.25,4,3,5,59,3,,,,4_con_singledot_image_57.png,57,143.61921400114662,143.87015862566187,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_circum,0.25,1,3,6,60,12,,,,1_con_circum_image_6.png,6,143.9764455012395,144.2276608756627,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_circum,0.25,3,3,7,61,14,,,,3_con_circum_image_22.png,22,144.33531716725557,144.58686187573477,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_circum,0.25,2,3,8,62,13,,,,2_con_circum_image_1.png,1,144.69321983415867,144.9437757507083,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_circum,0.25,6,3,9,63,17,,,,6_con_circum_image_44.png,44,145.05287920919946,145.30369845872048,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_totaldot,0.25,6,3,10,64,11,,,,6_con_totaldot_image_27.png,27,145.41037266716594,145.6605915416847,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_totaldot,0.25,1,3,11,65,6,,,,1_con_totaldot_image_60.png,60,145.76937629216118,146.02007437568392,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_totaldot,0.25,3,3,12,66,8,,,,3_con_totaldot_image_11.png,11,146.12583145921818,146.37871229172453,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_singledot,0.25,6,3,13,67,5,,,,6_con_singledot_image_14.png,14,146.48599558420247,146.73686245864957,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_singledot,0.25,1,3,14,68,0,,,,1_con_singledot_image_13.png,13,146.8430385012529,147.09386616667035,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_circum,0.25,4,3,15,69,15,,,,4_con_circum_image_18.png,18,147.20269608419622,147.45391120867572,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_singledot,0.25,5,3,16,70,4,,,,5_con_singledot_image_62.png,62,147.56011437616544,147.81113862573403,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_totaldot,0.25,2,3,17,71,7,,,,2_con_totaldot_image_40.png,40,147.9192481262493,148.1697336257319,4.wav,148.2692835839698,11.mp4,148.2692835839698,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_totaldot,0.25,3,4,0,72,8,,,,3_con_totaldot_image_27.png,27,150.13253625445068,150.38491920871894,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_singledot,0.25,4,4,1,73,3,,,,4_con_singledot_image_31.png,31,150.49484050114407,150.7439715006738,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_singledot,0.25,1,4,2,74,0,,,,1_con_singledot_image_5.png,5,150.85234766724753,151.10310300068232,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_circum,0.25,3,4,3,75,14,,,,3_con_circum_image_18.png,18,151.20936933419435,151.46123250074453,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_totaldot,0.25,4,4,4,76,9,,,,4_con_totaldot_image_42.png,42,151.5689763762406,151.82097308373778,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_totaldot,0.25,1,4,5,77,6,,,,1_con_totaldot_image_35.png,35,151.92828504220816,152.17912383367076,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_singledot,0.25,2,4,6,78,1,,,,2_con_singledot_image_20.png,20,152.28670758419904,152.54059850064806,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_singledot,0.25,6,4,7,79,5,,,,6_con_singledot_image_22.png,22,152.64823379219743,152.90532883374254,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_totaldot,0.25,5,4,8,80,10,,,,5_con_totaldot_image_62.png,62,153.0124148341478,153.26320729173023,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_circum,0.25,4,4,9,81,15,,,,4_con_circum_image_38.png,38,153.36941241720925,153.62074870873477,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_singledot,0.25,3,4,10,82,2,,,,3_con_singledot_image_46.png,46,153.7268535421812,153.97725445871475,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_singledot,0.25,5,4,11,83,4,,,,5_con_singledot_image_20.png,20,154.0852258341969,154.33672795864987,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_totaldot,0.25,6,4,12,84,11,,,,6_con_totaldot_image_35.png,35,154.44293925123057,154.6949307506555,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_totaldot,0.25,2,4,13,85,7,,,,2_con_totaldot_image_44.png,44,154.8027922092355,155.05363383366495,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_circum,0.25,6,4,14,86,17,,,,6_con_circum_image_54.png,54,155.15982591725188,155.41080570874038,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_circum,0.25,5,4,15,87,16,,,,5_con_circum_image_39.png,39,155.51909433425172,155.7697996667237,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_circum,0.25,1,4,16,88,12,,,,1_con_circum_image_14.png,14,155.87543654224137,156.12789558364312,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_circum,0.25,2,4,17,89,13,,,,2_con_circum_image_44.png,44,156.23571895916248,156.48715425074334,2.wav,156.58686079201289,3.mp4,156.58686079201289,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_singledot,0.25,2,5,0,90,1,,,,2_con_singledot_image_65.png,65,158.43108300443274,158.68705787569053,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_singledot,0.25,6,5,1,91,5,,,,6_con_singledot_image_7.png,7,158.7933412922197,159.04464912567056,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_circum,0.25,2,5,2,92,13,,,,2_con_circum_image_67.png,67,159.15296912615887,159.40334275075003,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_singledot,0.25,5,5,3,93,4,,,,5_con_singledot_image_31.png,31,159.509594459238,159.76133420866682,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_totaldot,0.25,4,5,4,94,9,,,,4_con_totaldot_image_59.png,59,159.869094501168,160.11993412569865,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_circum,0.25,3,5,5,95,14,,,,3_con_circum_image_27.png,27,160.2262189172092,160.47799020867097,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_totaldot,0.25,5,5,6,96,10,,,,5_con_totaldot_image_32.png,32,160.58525466724532,160.83714437567397,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_singledot,0.25,3,5,7,97,2,,,,3_con_singledot_image_44.png,44,160.94337866714923,161.19491033373635,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_singledot,0.25,4,5,8,98,3,,,,4_con_singledot_image_29.png,29,161.30256291715196,161.55349391665078,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_totaldot,0.25,1,5,9,99,6,,,,1_con_totaldot_image_12.png,12,161.6612197092385,161.9107068337151,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_circum,0.25,5,5,10,100,16,,,,5_con_circum_image_6.png,6,162.01995058419416,162.27090108372505,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_totaldot,0.25,2,5,11,101,7,,,,2_con_totaldot_image_59.png,59,162.3771244591684,162.62791395875394,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_singledot,0.25,1,5,12,102,0,,,,1_con_singledot_image_6.png,6,162.7360406672,162.98715762573994,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_totaldot,0.25,3,5,13,103,8,,,,3_con_totaldot_image_22.png,22,163.09345120916842,163.34415512568086,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
1_con_circum,0.25,1,5,14,104,12,,,,1_con_circum_image_4.png,4,163.4533604171942,163.70342558367412,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_totaldot,0.25,6,5,15,105,11,,,,6_con_totaldot_image_28.png,28,163.80977416717215,164.06180475071307,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_circum,0.25,4,5,16,106,15,,,,4_con_circum_image_53.png,53,164.16891916716705,164.42052500067513,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_circum,0.25,6,5,17,107,17,,,,6_con_circum_image_65.png,65,164.52606491724728,164.77744650073583,5.wav,164.88010912493337,6.mp4,164.88010912493337,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
3_con_totaldot,0.25,3,6,0,108,8,,,,3_con_totaldot_image_46.png,46,166.72405854645186,166.97779495863944,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_circum,0.25,2,6,1,109,13,,,,2_con_circum_image_27.png,27,167.08619375122944,167.336694166658,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
5_con_singledot,0.25,5,6,2,110,4,,,,5_con_singledot_image_12.png,12,167.44305129224668,167.6950157086947,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_totaldot,0.25,6,6,3,111,11,,,,6_con_totaldot_image_69.png,69,167.80245587617392,168.05437758368208,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
6_con_singledot,0.25,6,6,4,112,5,,,,6_con_singledot_image_37.png,37,168.16220704225125,168.42098737567431,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
4_con_singledot,0.25,4,6,5,113,3,,,,4_con_singledot_image_70.png,70,168.52720912619262,168.7777306666947,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
2_con_totaldot,0.25,2,6,6,114,7,,,,2_con_totaldot_image_19.png,19,168.8859458342544,169.13763629168972,,,,,1,1,2024-10-25_15h37.52.761,visual,2024.1.5,123.26434858741311,
,,,,,,,,,,1_con_singledot_image_47.png,47,169.24385766723427,,,,,,,,,,,,
